Word,Length,Log_Freq_HAL,I_Mean_RT,I_Mean_Accuracy
adverse,648.1998772,691.3679327,-3717.576942,70.92743749
adversely,648.2165444,691.3857786,-3717.694384,70.92926294
adversity,648.2332117,691.4036246,-3717.811826,70.93108839
advert,648.249879,691.4214706,-3717.929269,70.93291385
advertise,648.2665463,691.4393165,-3718.046711,70.9347393
advertised,648.2832135,691.4571625,-3718.164154,70.93656475
advertisement,648.2998808,691.4750085,-3718.281596,70.9383902
advertisements,648.3165481,691.4928545,-3718.399038,70.94021566
advertiser,648.3332153,691.5107004,-3718.516481,70.94204111
advertisers,648.3498826,691.5285464,-3718.633923,70.94386656
advertises,648.3665499,691.5463924,-3718.751366,70.94569201
advertising,648.3832171,691.5642383,-3718.868808,70.94751747
advice,648.3998844,691.5820843,-3718.98625,70.94934292
advisability,648.4165517,691.5999303,-3719.103693,70.95116837
advisable,648.4332189,691.6177763,-3719.221135,70.95299382
advise,648.4498862,691.6356222,-3719.338578,70.95481928
advised,648.4665535,691.6534682,-3719.45602,70.95664473
advisedly,648.4832207,691.6713142,-3719.573462,70.95847018
advisement,648.499888,691.6891601,-3719.690905,70.96029563
adviser,648.5165553,691.7070061,-3719.808347,70.96212109
advisers,648.5332226,691.7248521,-3719.92579,70.96394654
advises,648.5498898,691.742698,-3720.043232,70.96577199
advising,648.5665571,691.760544,-3720.160674,70.96759744
advisor,648.5832244,691.77839,-3720.278117,70.96942289
admonishing,648.5998916,691.796236,-3720.395559,70.97124835
admonishments,648.6165589,691.8140819,-3720.513002,70.9730738
admonition,648.6332262,691.8319279,-3720.630444,70.97489925
admonitions,648.6498934,691.8497739,-3720.747886,70.9767247
ado,648.6665607,691.8676198,-3720.865329,70.97855016
adobe,648.683228,691.8854658,-3720.982771,70.98037561
adolescence,648.6998952,691.9033118,-3721.100214,70.98220106
adolescent,648.7165625,691.9211578,-3721.217656,70.98402651
adolescents,648.7332298,691.9390037,-3721.335098,70.98585197
adolescent's,648.749897,691.9568497,-3721.452541,70.98767742
Adolf,648.7665643,691.9746957,-3721.569983,70.98950287
Adonis,648.7832316,691.9925416,-3721.687426,70.99132832
adopt,648.7998989,692.0103876,-3721.804868,70.99315378
adopted,648.8165661,692.0282336,-3721.92231,70.99497923
adopting,648.8332334,692.0460795,-3722.039753,70.99680468
adoption,648.8499007,692.0639255,-3722.157195,70.99863013
adopts,648.8665679,692.0817715,-3722.274638,71.00045559
adorable,648.8832352,692.0996175,-3722.39208,71.00228104
adoration,648.8999025,692.1174634,-3722.509522,71.00410649
adore,648.9165697,692.1353094,-3722.626965,71.00593194
adored,648.933237,692.1531554,-3722.744407,71.0077574
adores,648.9499043,692.1710013,-3722.86185,71.00958285
adorn,648.9665715,692.1888473,-3722.979292,71.0114083
adorned,648.9832388,692.2066933,-3723.096734,71.01323375
adornment,648.9999061,692.2245392,-3723.214177,71.01505921
adorns,649.0165733,692.2423852,-3723.331619,71.01688466
adrenal,649.0332406,692.2602312,-3723.449062,71.01871011
adrenalin,649.0499079,692.2780772,-3723.566504,71.02053556
Adrian,649.0665752,692.2959231,-3723.683946,71.02236102
Adriatic,649.0832424,692.3137691,-3723.801389,71.02418647
adrift,649.0999097,692.3316151,-3723.918831,71.02601192
adroit,649.116577,692.349461,-3724.036274,71.02783737
adroitness,649.1332442,692.367307,-3724.153716,71.02966283
ads,649.1499115,692.385153,-3724.271158,71.03148828
adsorbed,649.1665788,692.402999,-3724.388601,71.03331373
adsorbs,649.183246,692.4208449,-3724.506043,71.03513918
adulation,649.1999133,692.4386909,-3724.623486,71.03696464
adult,649.2165806,692.4565369,-3724.740928,71.03879009
adulterant,649.2332478,692.4743828,-3724.85837,71.04061554
adulterate,649.2499151,692.4922288,-3724.975813,71.04244099
adulterated,649.2665824,692.5100748,-3725.093255,71.04426645
adulterer,649.2832496,692.5279207,-3725.210698,71.0460919
adulterers,649.2999169,692.5457667,-3725.32814,71.04791735
adulteress,649.3165842,692.5636127,-3725.445582,71.0497428
adulterous,649.3332515,692.5814587,-3725.563025,71.05156825
adultery,649.3499187,692.5993046,-3725.680467,71.05339371
adulthood,649.366586,692.6171506,-3725.79791,71.05521916
adults,649.3832533,692.6349966,-3725.915352,71.05704461
advance,649.3999205,692.6528425,-3726.032794,71.05887006
advanced,649.4165878,692.6706885,-3726.150237,71.06069552
advancement,649.4332551,692.6885345,-3726.267679,71.06252097
advancements,649.4499223,692.7063805,-3726.385122,71.06434642
advances,649.4665896,692.7242264,-3726.502564,71.06617187
advancing,649.4832569,692.7420724,-3726.620007,71.06799733
advantage,649.4999241,692.7599184,-3726.737449,71.06982278
advantageous,649.5165914,692.7777643,-3726.854891,71.07164823
advantageously,649.5332587,692.7956103,-3726.972334,71.07347368
advantages,649.5499259,692.8134563,-3727.089776,71.07529914
advent,649.5665932,692.8313022,-3727.207219,71.07712459
adventitious,649.5832605,692.8491482,-3727.324661,71.07895004
adventure,649.5999278,692.8669942,-3727.442103,71.08077549
adventurers,649.616595,692.8848402,-3727.559546,71.08260095
adventures,649.6332623,692.9026861,-3727.676988,71.0844264
adventuring,649.6499296,692.9205321,-3727.794431,71.08625185
adventurous,649.6665968,692.9383781,-3727.911873,71.0880773
adverb,649.6832641,692.956224,-3728.029315,71.08990276
adverbial,649.6999314,692.97407,-3728.146758,71.09172821
adverbs,649.7165986,692.991916,-3728.2642,71.09355366
adversaries,649.7332659,693.0097619,-3728.381643,71.09537911
adversary,649.7499332,693.0276079,-3728.499085,71.09720457
adverse,649.7666004,693.0454539,-3728.616527,71.09903002
adversely,649.7832677,693.0632999,-3728.73397,71.10085547
adversity,649.799935,693.0811458,-3728.851412,71.10268092
advert,649.8166022,693.0989918,-3728.968855,71.10450638
advertise,649.8332695,693.1168378,-3729.086297,71.10633183
advertised,649.8499368,693.1346837,-3729.203739,71.10815728
advertisement,649.8666041,693.1525297,-3729.321182,71.10998273
advertisements,649.8832713,693.1703757,-3729.438624,71.11180819
advertiser,649.8999386,693.1882217,-3729.556067,71.11363364
advertisers,649.9166059,693.2060676,-3729.673509,71.11545909
advertises,649.9332731,693.2239136,-3729.790951,71.11728454
advertising,649.9499404,693.2417596,-3729.908394,71.11911
advice,649.9666077,693.2596055,-3730.025836,71.12093545
advisability,649.9832749,693.2774515,-3730.143279,71.1227609
advisable,649.9999422,693.2952975,-3730.260721,71.12458635
advise,650.0166095,693.3131434,-3730.378163,71.12641181
advised,650.0332767,693.3309894,-3730.495606,71.12823726
advisedly,650.049944,693.3488354,-3730.613048,71.13006271
advisement,650.0666113,693.3666814,-3730.730491,71.13188816
adviser,650.0832785,693.3845273,-3730.847933,71.13371361
advisers,650.0999458,693.4023733,-3730.965375,71.13553907
advises,650.1166131,693.4202193,-3731.082818,71.13736452
advising,650.1332804,693.4380652,-3731.20026,71.13918997
advisor,650.1499476,693.4559112,-3731.317703,71.14101542
admonishing,650.1666149,693.4737572,-3731.435145,71.14284088
admonishments,650.1832822,693.4916031,-3731.552587,71.14466633
admonition,650.1999494,693.5094491,-3731.67003,71.14649178
admonitions,650.2166167,693.5272951,-3731.787472,71.14831723
ado,650.233284,693.5451411,-3731.904915,71.15014269
adobe,650.2499512,693.562987,-3732.022357,71.15196814
adolescence,650.2666185,693.580833,-3732.139799,71.15379359
adolescent,650.2832858,693.598679,-3732.257242,71.15561904
adolescents,650.299953,693.6165249,-3732.374684,71.1574445
adolescent's,650.3166203,693.6343709,-3732.492127,71.15926995
Adolf,650.3332876,693.6522169,-3732.609569,71.1610954
Adonis,650.3499548,693.6700629,-3732.727011,71.16292085
adopt,650.3666221,693.6879088,-3732.844454,71.16474631
adopted,650.3832894,693.7057548,-3732.961896,71.16657176
adopting,650.3999567,693.7236008,-3733.079339,71.16839721
adoption,650.4166239,693.7414467,-3733.196781,71.17022266
adopts,650.4332912,693.7592927,-3733.314223,71.17204812
adorable,650.4499585,693.7771387,-3733.431666,71.17387357
adoration,650.4666257,693.7949846,-3733.549108,71.17569902
adore,650.483293,693.8128306,-3733.666551,71.17752447
adored,650.4999603,693.8306766,-3733.783993,71.17934993
adores,650.5166275,693.8485226,-3733.901435,71.18117538
adorn,650.5332948,693.8663685,-3734.018878,71.18300083
adorned,650.5499621,693.8842145,-3734.13632,71.18482628
adornment,650.5666293,693.9020605,-3734.253763,71.18665174
adorns,650.5832966,693.9199064,-3734.371205,71.18847719
adrenal,650.5999639,693.9377524,-3734.488647,71.19030264
adrenalin,650.6166311,693.9555984,-3734.60609,71.19212809
Adrian,650.6332984,693.9734444,-3734.723532,71.19395355
Adriatic,650.6499657,693.9912903,-3734.840975,71.195779
adrift,650.666633,694.0091363,-3734.958417,71.19760445
adroit,650.6833002,694.0269823,-3735.075859,71.1994299
adroitness,650.6999675,694.0448282,-3735.193302,71.20125536
ads,650.7166348,694.0626742,-3735.310744,71.20308081
adsorbed,650.733302,694.0805202,-3735.428187,71.20490626
adsorbs,650.7499693,694.0983661,-3735.545629,71.20673171
adulation,650.7666366,694.1162121,-3735.663071,71.20855717
adult,650.7833038,694.1340581,-3735.780514,71.21038262
adulterant,650.7999711,694.1519041,-3735.897956,71.21220807
adulterate,650.8166384,694.16975,-3736.015399,71.21403352
adulterated,650.8333056,694.187596,-3736.132841,71.21585897
adulterer,650.8499729,694.205442,-3736.250283,71.21768443
adulterers,650.8666402,694.2232879,-3736.367726,71.21950988
adulteress,650.8833074,694.2411339,-3736.485168,71.22133533
adulterous,650.8999747,694.2589799,-3736.602611,71.22316078
adultery,650.916642,694.2768258,-3736.720053,71.22498624
adulthood,650.9333093,694.2946718,-3736.837495,71.22681169
adults,650.9499765,694.3125178,-3736.954938,71.22863714
advance,650.9666438,694.3303638,-3737.07238,71.23046259
advanced,650.9833111,694.3482097,-3737.189823,71.23228805
advancement,650.9999783,694.3660557,-3737.307265,71.2341135
advancements,651.0166456,694.3839017,-3737.424707,71.23593895
advances,651.0333129,694.4017476,-3737.54215,71.2377644
advancing,651.0499801,694.4195936,-3737.659592,71.23958986
advantage,651.0666474,694.4374396,-3737.777035,71.24141531
advantageous,651.0833147,694.4552856,-3737.894477,71.24324076
advantageously,651.0999819,694.4731315,-3738.011919,71.24506621
advantages,651.1166492,694.4909775,-3738.129362,71.24689167
advent,651.1333165,694.5088235,-3738.246804,71.24871712
adventitious,651.1499837,694.5266694,-3738.364247,71.25054257
adventure,651.166651,694.5445154,-3738.481689,71.25236802
adventurers,651.1833183,694.5623614,-3738.599131,71.25419348
adventures,651.1999856,694.5802073,-3738.716574,71.25601893
adventuring,651.2166528,694.5980533,-3738.834016,71.25784438
adventurous,651.2333201,694.6158993,-3738.951459,71.25966983
adverb,651.2499874,694.6337453,-3739.068901,71.26149529
adverbial,651.2666546,694.6515912,-3739.186343,71.26332074
adverbs,651.2833219,694.6694372,-3739.303786,71.26514619
adversaries,651.2999892,694.6872832,-3739.421228,71.26697164
adversary,651.3166564,694.7051291,-3739.538671,71.2687971
adverse,651.3333237,694.7229751,-3739.656113,71.27062255
adversely,651.349991,694.7408211,-3739.773555,71.272448
adversity,651.3666582,694.7586671,-3739.890998,71.27427345
advert,651.3833255,694.776513,-3740.00844,71.27609891
advertise,651.3999928,694.794359,-3740.125883,71.27792436
advertised,651.41666,694.812205,-3740.243325,71.27974981
advertisement,651.4333273,694.8300509,-3740.360767,71.28157526
advertisements,651.4499946,694.8478969,-3740.47821,71.28340072
advertiser,651.4666619,694.8657429,-3740.595652,71.28522617
advertisers,651.4833291,694.8835888,-3740.713095,71.28705162
advertises,651.4999964,694.9014348,-3740.830537,71.28887707
advertising,651.5166637,694.9192808,-3740.947979,71.29070253
advice,651.5333309,694.9371268,-3741.065422,71.29252798
advisability,651.5499982,694.9549727,-3741.182864,71.29435343
advisable,651.5666655,694.9728187,-3741.300307,71.29617888
advise,651.5833327,694.9906647,-3741.417749,71.29800433
advised,651.6,695.0085106,-3741.535191,71.29982979
advisedly,651.6166673,695.0263566,-3741.652634,71.30165524
advisement,651.6333345,695.0442026,-3741.770076,71.30348069
adviser,651.6500018,695.0620485,-3741.887519,71.30530614
advisers,651.6666691,695.0798945,-3742.004961,71.3071316
advises,651.6833363,695.0977405,-3742.122403,71.30895705
advising,651.7000036,695.1155865,-3742.239846,71.3107825
advisor,651.7166709,695.1334324,-3742.357288,71.31260795
admonishing,651.7333381,695.1512784,-3742.474731,71.31443341
admonishments,651.7500054,695.1691244,-3742.592173,71.31625886
admonition,651.7666727,695.1869703,-3742.709616,71.31808431
admonitions,651.78334,695.2048163,-3742.827058,71.31990976
ado,651.8000072,695.2226623,-3742.9445,71.32173522
adobe,651.8166745,695.2405083,-3743.061943,71.32356067
adolescence,651.8333418,695.2583542,-3743.179385,71.32538612
adolescent,651.850009,695.2762002,-3743.296828,71.32721157
adolescents,651.8666763,695.2940462,-3743.41427,71.32903703
adolescent's,651.8833436,695.3118921,-3743.531712,71.33086248
Adolf,651.9000108,695.3297381,-3743.649155,71.33268793
Adonis,651.9166781,695.3475841,-3743.766597,71.33451338
adopt,651.9333454,695.36543,-3743.88404,71.33633884
adopted,651.9500126,695.383276,-3744.001482,71.33816429
adopting,651.9666799,695.401122,-3744.118924,71.33998974
adoption,651.9833472,695.418968,-3744.236367,71.34181519
adopts,652.0000144,695.4368139,-3744.353809,71.34364065
adorable,652.0166817,695.4546599,-3744.471252,71.3454661
adoration,652.033349,695.4725059,-3744.588694,71.34729155
adore,652.0500163,695.4903518,-3744.706136,71.349117
adored,652.0666835,695.5081978,-3744.823579,71.35094246
adores,652.0833508,695.5260438,-3744.941021,71.35276791
adorn,652.1000181,695.5438898,-3745.058464,71.35459336
adorned,652.1166853,695.5617357,-3745.175906,71.35641881
adornment,652.1333526,695.5795817,-3745.293348,71.35824427
adorns,652.1500199,695.5974277,-3745.410791,71.36006972
adrenal,652.1666871,695.6152736,-3745.528233,71.36189517
adrenalin,652.1833544,695.6331196,-3745.645676,71.36372062
Adrian,652.2000217,695.6509656,-3745.763118,71.36554608
Adriatic,652.2166889,695.6688115,-3745.88056,71.36737153
adrift,652.2333562,695.6866575,-3745.998003,71.36919698
adroit,652.2500235,695.7045035,-3746.115445,71.37102243
adroitness,652.2666907,695.7223495,-3746.232888,71.37284788
ads,652.283358,695.7401954,-3746.35033,71.37467334
adsorbed,652.3000253,695.7580414,-3746.467772,71.37649879
adsorbs,652.3166926,695.7758874,-3746.585215,71.37832424
adulation,652.3333598,695.7937333,-3746.702657,71.38014969
adult,652.3500271,695.8115793,-3746.8201,71.38197515
adulterant,652.3666944,695.8294253,-3746.937542,71.3838006
adulterate,652.3833616,695.8472712,-3747.054984,71.38562605
adulterated,652.4000289,695.8651172,-3747.172427,71.3874515
adulterer,652.4166962,695.8829632,-3747.289869,71.38927696
adulterers,652.4333634,695.9008092,-3747.407312,71.39110241
adulteress,652.4500307,695.9186551,-3747.524754,71.39292786
adulterous,652.466698,695.9365011,-3747.642196,71.39475331
adultery,652.4833652,695.9543471,-3747.759639,71.39657877
adulthood,652.5000325,695.972193,-3747.877081,71.39840422
adults,652.5166998,695.990039,-3747.994524,71.40022967
advance,652.533367,696.007885,-3748.111966,71.40205512
advanced,652.5500343,696.025731,-3748.229408,71.40388058
advancement,652.5667016,696.0435769,-3748.346851,71.40570603
advancements,652.5833689,696.0614229,-3748.464293,71.40753148
advances,652.6000361,696.0792689,-3748.581736,71.40935693
advancing,652.6167034,696.0971148,-3748.699178,71.41118239
advantage,652.6333707,696.1149608,-3748.81662,71.41300784
advantageous,652.6500379,696.1328068,-3748.934063,71.41483329
advantageously,652.6667052,696.1506527,-3749.051505,71.41665874
advantages,652.6833725,696.1684987,-3749.168948,71.4184842
advent,652.7000397,696.1863447,-3749.28639,71.42030965
adventitious,652.716707,696.2041907,-3749.403832,71.4221351
adventure,652.7333743,696.2220366,-3749.521275,71.42396055
adventurers,652.7500415,696.2398826,-3749.638717,71.42578601
adventures,652.7667088,696.2577286,-3749.75616,71.42761146
adventuring,652.7833761,696.2755745,-3749.873602,71.42943691
adventurous,652.8000433,696.2934205,-3749.991044,71.43126236
adverb,652.8167106,696.3112665,-3750.108487,71.43308782
adverbial,652.8333779,696.3291125,-3750.225929,71.43491327
adverbs,652.8500452,696.3469584,-3750.343372,71.43673872
adversaries,652.8667124,696.3648044,-3750.460814,71.43856417
